 written on  8Jul2015 at 17:16:30 
           5
         229
    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    2    1    1
   -9   -5    0    1    1    0.000078   -0.000000
   -9   -5    0    2    1   -0.000000   -0.000000
   -9   -5    0    3    1   -0.000000   -0.000000
   -9   -5    0    4    1    0.000315    0.000000
   -9   -5    0    5    1   -0.000164   -0.000000
   -9   -5    0    1    2   -0.000000    0.000000
   -9   -5    0    2    2   -0.000004    0.000000
   -9   -5    0    3    2    0.000006   -0.000000
   -9   -5    0    4    2   -0.000000    0.000000
   -9   -5    0    5    2    0.000000   -0.000000
   -9   -5    0    1    3   -0.000000   -0.000000
   -9   -5    0    2    3    0.000012   -0.000000
   -9   -5    0    3    3    0.000010   -0.000000
   -9   -5    0    4    3    0.000000    0.000000
   -9   -5    0    5    3   -0.000000    0.000000
   -9   -5    0    1    4    0.000129    0.000000
   -9   -5    0    2    4   -0.000000   -0.000000
   -9   -5    0    3    4   -0.000000   -0.000000
   -9   -5    0    4    4   -0.000181   -0.000000
   -9   -5    0    5    4   -0.000044   -0.000000
   -9   -5    0    1    5   -0.000176    0.000000
   -9   -5    0    2    5   -0.000000    0.000000
   -9   -5    0    3    5   -0.000000   -0.000000
   -9   -5    0    4    5   -0.000153   -0.000000
   -9   -5    0    5    5    0.000195    0.000000
   -9   -4    0    1    1    0.000008   -0.000000
   -9   -4    0    2    1    0.000000    0.000000
   -9   -4    0    3    1    0.000000   -0.000000
   -9   -4    0    4    1   -0.000278   -0.000000
   -9   -4    0    5    1    0.000204    0.000000
   -9   -4    0    1    2    0.000000    0.000000
   -9   -4    0    2    2    0.000016   -0.000000
   -9   -4    0    3    2    0.000002   -0.000000
   -9   -4    0    4    2    0.000000   -0.000000
   -9   -4    0    5    2   -0.000000    0.000000
   -9   -4    0    1    3    0.000000   -0.000000
   -9   -4    0    2    3   -0.000005   -0.000000
   -9   -4    0    3    3   -0.000010    0.000000
   -9   -4    0    4    3   -0.000000    0.000000
   -9   -4    0    5    3    0.000000    0.000000
   -9   -4    0    1    4   -0.000203    0.000000
   -9   -4    0    2    4    0.000000    0.000000
   -9   -4    0    3    4   -0.000000   -0.000000
   -9   -4    0    4    4    0.000236    0.000000
   -9   -4    0    5    4    0.000020    0.000000
   -9   -4    0    1    5    0.000054    0.000000
   -9   -4    0    2    5    0.000000   -0.000000
   -9   -4    0    3    5   -0.000000    0.000000
   -9   -4    0    4    5    0.000142   -0.000000
   -9   -4    0    5    5   -0.000151   -0.000000
   -9   -3    0    1    1    0.000110   -0.000000
   -9   -3    0    2    1    0.000000   -0.000000
   -9   -3    0    3    1   -0.000000    0.000000
   -9   -3    0    4    1    0.000044    0.000000
   -9   -3    0    5    1   -0.000000    0.000000
   -9   -3    0    1    2    0.000000    0.000000
   -9   -3    0    2    2   -0.000008    0.000000
   -9   -3    0    3    2    0.000000   -0.000000
   -9   -3    0    4    2    0.000000    0.000000
   -9   -3    0    5    2    0.000000    0.000000
   -9   -3    0    1    3   -0.000000   -0.000000
   -9   -3    0    2    3    0.000000   -0.000000
   -9   -3    0    3    3   -0.000004   -0.000000
   -9   -3    0    4    3    0.000000    0.000000
   -9   -3    0    5    3    0.000000    0.000000
   -9   -3    0    1    4    0.000109   -0.000000
   -9   -3    0    2    4    0.000000   -0.000000
   -9   -3    0    3    4    0.000000    0.000000
   -9   -3    0    4    4   -0.000051   -0.000000
   -9   -3    0    5    4    0.000000    0.000000
   -9   -3    0    1    5   -0.000000   -0.000000
   -9   -3    0    2    5    0.000000   -0.000000
   -9   -3    0    3    5    0.000000   -0.000000
   -9   -3    0    4    5    0.000000    0.000000
   -9   -3    0    5    5    0.000032    0.000000
   -8   -6    0    1    1   -0.000649   -0.000000
   -8   -6    0    2    1   -0.000000   -0.000000
   -8   -6    0    3    1   -0.000000    0.000000
   -8   -6    0    4    1   -0.000490   -0.000000
   -8   -6    0    5    1    0.000474   -0.000000
   -8   -6    0    1    2   -0.000000    0.000000
   -8   -6    0    2    2    0.000012   -0.000000
   -8   -6    0    3    2    0.000019   -0.000000
   -8   -6    0    4    2   -0.000000    0.000000
   -8   -6    0    5    2    0.000000   -0.000000
   -8   -6    0    1    3   -0.000000    0.000000
   -8   -6    0    2    3    0.000068    0.000000
   -8   -6    0    3    3    0.000061    0.000000
   -8   -6    0    4    3    0.000000   -0.000000
   -8   -6    0    5    3   -0.000000    0.000000
   -8   -6    0    1    4   -0.000032   -0.000000
   -8   -6    0    2    4    0.000000   -0.000000
   -8   -6    0    3    4   -0.000000   -0.000000
   -8   -6    0    4    4    0.000052   -0.000000
   -8   -6    0    5    4    0.000216    0.000000
   -8   -6    0    1    5    0.000295    0.000000
   -8   -6    0    2    5    0.000000   -0.000000
   -8   -6    0    3    5   -0.000000   -0.000000
   -8   -6    0    4    5    0.000191   -0.000000
   -8   -6    0    5    5    0.000085    0.000000
   -8   -5    0    1    1    0.000059    0.000000
   -8   -5    0    2    1    0.000000    0.000000
   -8   -5    0    3    1    0.000000    0.000000
   -8   -5    0    4    1    0.000421   -0.000000
   -8   -5    0    5    1   -0.000056    0.000000
   -8   -5    0    1    2    0.000000   -0.000000
   -8   -5    0    2    2   -0.000021    0.000000
   -8   -5    0    3    2   -0.000019    0.000000
   -8   -5    0    4    2    0.000000   -0.000000
   -8   -5    0    5    2   -0.000000    0.000000
   -8   -5    0    1    3    0.000000    0.000000
   -8   -5    0    2    3    0.000004   -0.000000
   -8   -5    0    3    3   -0.000005   -0.000000
   -8   -5    0    4    3    0.000000    0.000000
   -8   -5    0    5    3   -0.000000   -0.000000
   -8   -5    0    1    4    0.000068    0.000000
   -8   -5    0    2    4    0.000000   -0.000000
   -8   -5    0    3    4    0.000000   -0.000000
   -8   -5    0    4    4   -0.000107   -0.000000
   -8   -5    0    5    4    0.000209   -0.000000
   -8   -5    0    1    5    0.000127   -0.000000
   -8   -5    0    2    5    0.000000   -0.000000
   -8   -5    0    3    5   -0.000000    0.000000
   -8   -5    0    4    5    0.000107   -0.000000
   -8   -5    0    5    5   -0.000085   -0.000000
   -8   -4    0    1    1    0.000315   -0.000000
   -8   -4    0    2    1   -0.000000   -0.000000
   -8   -4    0    3    1    0.000000    0.000000
   -8   -4    0    4    1   -0.000097    0.000000
   -8   -4    0    5    1   -0.000180   -0.000000
   -8   -4    0    1    2    0.000000    0.000000
   -8   -4    0    2    2    0.000008    0.000000
   -8   -4    0    3    2    0.000007    0.000000
   -8   -4    0    4    2   -0.000000    0.000000
   -8   -4    0    5    2    0.000000   -0.000000
   -8   -4    0    1    3   -0.000000   -0.000000
   -8   -4    0    2    3    0.000005   -0.000000
   -8   -4    0    3    3   -0.000001   -0.000000
   -8   -4    0    4    3   -0.000000   -0.000000
   -8   -4    0    5    3   -0.000000    0.000000
   -8   -4    0    1    4   -0.000094   -0.000000
   -8   -4    0    2    4    0.000000   -0.000000
   -8   -4    0    3    4   -0.000000    0.000000
   -8   -4    0    4    4    0.000307    0.000000
   -8   -4    0    5    4   -0.000123   -0.000000
   -8   -4    0    1    5   -0.000154    0.000000
   -8   -4    0    2    5    0.000000   -0.000000
   -8   -4    0    3    5    0.000000    0.000000
   -8   -4    0    4    5   -0.000114    0.000000
   -8   -4    0    5    5    0.000122   -0.000000
   -8   -3    0    1    1   -0.000007    0.000000
   -8   -3    0    2    1   -0.000000    0.000000
   -8   -3    0    3    1   -0.000000    0.000000
   -8   -3    0    4    1   -0.000299   -0.000000
