  0.00000000E+00 -0.28231644E+01
  0.56795096E-02 -0.28232066E+01
  0.11359019E-01 -0.28233332E+01
  0.17038529E-01 -0.28235444E+01
  0.22718039E-01 -0.28238404E+01
  0.28397548E-01 -0.28242217E+01
  0.34077058E-01 -0.28246888E+01
  0.39756567E-01 -0.28252423E+01
  0.45436077E-01 -0.28258830E+01
  0.51115587E-01 -0.28266117E+01
  0.56795096E-01 -0.28274296E+01
  0.62474606E-01 -0.28283377E+01
  0.68154116E-01 -0.28293374E+01
  0.73833625E-01 -0.28304301E+01
  0.79513135E-01 -0.28316176E+01
  0.85192644E-01 -0.28329015E+01
  0.90872154E-01 -0.28342839E+01
  0.96551664E-01 -0.28357669E+01
  0.10223117E+00 -0.28373529E+01
  0.10791068E+00 -0.28390442E+01
  0.11359019E+00 -0.28408436E+01
  0.11926970E+00 -0.28427540E+01
  0.12494921E+00 -0.28447785E+01
  0.13062872E+00 -0.28469202E+01
  0.13630823E+00 -0.28491826E+01
  0.14198774E+00 -0.28515693E+01
  0.14766725E+00 -0.28540841E+01
  0.15334676E+00 -0.28567308E+01
  0.15902627E+00 -0.28595137E+01
  0.16470578E+00 -0.28624370E+01
  0.17038529E+00 -0.28655049E+01
  0.17606480E+00 -0.28687221E+01
  0.18174431E+00 -0.28720932E+01
  0.18742382E+00 -0.28756227E+01
  0.19310333E+00 -0.28793155E+01
  0.19878284E+00 -0.28831765E+01
  0.20446235E+00 -0.28872103E+01
  0.21014186E+00 -0.28914219E+01
  0.21582137E+00 -0.28958162E+01
  0.22150088E+00 -0.29003978E+01
  0.22718039E+00 -0.29051716E+01
  0.23285989E+00 -0.29101420E+01
  0.23853940E+00 -0.29153136E+01
  0.24421891E+00 -0.29206908E+01
  0.24989842E+00 -0.29262777E+01
  0.25557793E+00 -0.29320783E+01
  0.26125744E+00 -0.29380962E+01
  0.26693695E+00 -0.29443348E+01
  0.27261646E+00 -0.29507975E+01
  0.27829597E+00 -0.29574869E+01
  0.28397548E+00 -0.29644055E+01
  0.28965499E+00 -0.29715556E+01
  0.29533450E+00 -0.29789387E+01
  0.30101401E+00 -0.29865563E+01
  0.30669352E+00 -0.29944092E+01
  0.31237303E+00 -0.30024980E+01
  0.31805254E+00 -0.30108225E+01
  0.32373205E+00 -0.30193823E+01
  0.32941156E+00 -0.30281766E+01
  0.33509107E+00 -0.30372038E+01
  0.34077058E+00 -0.30464622E+01
  0.34645009E+00 -0.30559494E+01
  0.35212960E+00 -0.30656626E+01
  0.35780911E+00 -0.30755985E+01
  0.36348862E+00 -0.30857534E+01
  0.36916813E+00 -0.30961231E+01
  0.37484764E+00 -0.31067030E+01
  0.38052715E+00 -0.31174881E+01
  0.38620665E+00 -0.31284731E+01
  0.39188616E+00 -0.31396522E+01
  0.39756567E+00 -0.31510192E+01
  0.40324518E+00 -0.31625677E+01
  0.40892469E+00 -0.31742909E+01
  0.41460420E+00 -0.31861816E+01
  0.42028371E+00 -0.31982324E+01
